,time,location,operator,route,aircraft_type,aboard,fatalities,description,month,year,day,latitude,longitude
1186,09:45,"Colorado City, Arizona",Scenic Air Lines,Las Vegas - Grand Canyon,Cessna 402,10   (passengers:9  crew:1),10   (passengers:9  crew:1),The sightseeing plane crashed in rain/snow.  Continued VFR flight into adverse weather conditions. Pilot transmitted he was turning around do to weather conditions.,October,1971,16,36.9902621,-112.9757702
2254,22:00,"Near Haj Yousif, Sudan",Federal Airlines,Wadi Halfa - Khartoum,Antonov AN-24,53   (passengers:48  crew:5),53   (passengers:48  crew:5),"After a number of failed landing attempts during a sandstorm, the aircraft made a forced landing in a local suburb crashing into a building.",May,1996,3,,
2516,17:37,"Byers, Colorado",North Bay Charter,"Broomfield, CO - Stillwater, OK",Beech King Air 200 Catpass,10   (passengers:8  crew:2),10   (passengers:8  crew:2),"The plane was on a charter flight from Jefferson County Airport to Stillwater, Oklahoma. Radio and radar contact was lost 20 - 30 minutes after the plane took off as it reached 23,000 feet. The aircraft crashed at a high rate of speed into the ground on a farm 40 miles east of Denver. There was light snow and 1.5 miles visibility at the time of the accident. Two members and six staffers of the Oklahoma State University basketball team were among those killed. The probable cause of this accident was the pilot’s spatial disorientation resulting from his failure to maintain positive manual control of the airplane with the available flight instrumentation.
Contributing to the cause of the accident was the loss of a.c. electrical power during instrument meteorological conditions.",January,2001,27,39.709152,-104.221996529712
667,c 19:15,"Norwalk, California",Military - U.S.  Air Force / Military - U.S. Navy,Long Beach - McGuire AFB,Douglas C-118A / Lockheed P2V-5F,49   (passengers:35  crew:14),47   (passengers:35  crew:12),"The two aircraft collided at an altitude of 3,000 feet scattering wreckage over a residential and business area of suburban Los Angeles. The C-118 had just taken off from Long Beach Municipal Airport on a transcontinental flight and the P2V was on an instrument training exercise. All 41 killed on the C-118A, six on the P2V and one woman on the ground who was hit by debris outside her house. Pilot error, pilots of both aircraft.",February,1958,1,33.9092802,-118.0849169
51,05:45,"Bangkok, Thailand",KLM Royal Dutch Airlines,Djakarta - Amsterdam -  Bangkok - Rangoon (Burma),Fokker F-VIIb-3M,7   (passengers:3  crew:4),5   (passengers:2  crew:3),"Take off  was made with the  emergency hatch in cockpit roof open. This spoiled the lift and aircraft didn't become airborne.  At the end of the field, the aircraft crashed into a dam.",December,1931,6,13.7538929,100.8160803
178,11:50,"Atlanta, Georgia",Eastern Air Lines,New York City -  Washington D.C. - Atlanta - Brownsville,Douglas DC-3,16   (passengers:13  crew:3),9   (passengers:6  crew:3),"The aircraft crashed into a hill in pine woods, near Chandler Field, while attempting to make an instrument landing approach in rain and fog. The failure of the captain in charge of the flight to exercise the proper degree of fare by not checking his altimeters to determine whether both were correctly set and properly functioning before commencing his landing approach. A substantial contributing factor was the absence of an established uniform cockpit procedure on Eastern Air Lines by which both the captain and co-pilot are required to make a complete check of the controls and instruments during landing operations. Captain Edward Rickenbacker, President of Eastern Air Lines, survived the crash.",February,1941,26,33.7490987,-84.3901849
1300,16:40,"Near Albuquerque,  New Mexico",National Airlines,"Miami, FL - San Francisco, CA",McDonnell Douglas DC-10-10,128   (passengers:116  crew:12),1   (passengers:1  crew:0),"Overspeeding of the starboard engine caused the engine to disintegrate. Pieces struck the fuselage, breaking a window, causing rapid explosive decompression and a passenger Mr. Gardner, sitting in seat 17H was sucked out of the plane.  The plane landed safely. His body was found two years later. The captain and flight engineer were experimenting with the autothrottle system by tripping the circuit breakers which supplied the instruments which measured the rotational speed of each engine's low pressure compressor. This led to engine overspeeding and destruction of the engine.",November,1973,3,,
811,17:58,"Near Mineral Waters, Russia",Aeroflot,Tbilisi - Mineral Waters,Ilyushin IL-18B,119   (passengers:110  crew:9),32   (passengers:30  crew:2),The plane crashed about 3 km southwest of the airport on a second attempt to land at Mineral Waters. Inattention of the crew due to unnecessary interactions among the crew.,December,1961,31,,
1487,c 20:15,"Off Bandra, Maharashtra, India",Air India,Bombay - Dubai,Boeing B-747-237B,213   (passengers:190  crew:23),213   (passengers:190  crew:23),"Following a right turn, after taking off, the plane rolled to the left beyond 90 degrees, went into a steep dive, crashed and exploded in shallow water. Irrational control wheel inputs on the part of the captain after his attitude director indicator malfunctioned leading to complete loss of situational awareness.",January,1978,1,21.6362722,79.3866438
446,09:43,"Mont Blanc, France",Air India,Bombay - Cairo - Geneva - London,Lockheed 749 Constellation,48   (passengers:40  crew:8),48   (passengers:40  crew:8),"The aircraft crashed in a snowstorm 200 meters below Mont Blanc summit. The crew was warned by a Geneva controller to climb immediately. They acknowledged the message but soon after struck the mountain. The exact cause of the accident remains undetermined. Most likely the aircraft was caught in violent gust while trying to overfly the summit. The plane was named ""Malabar Princess.""",November,1950,3,45.8326753,6.8651661
1826,18:00,"Pickle Lake, Ontario, Canada",Air Manitoba,Big Trout - Pickle Lake,Douglas C-47B,2   (passengers:0  crew:2),2   (passengers:0  crew:2),The cargo plane lost the left wing while in a holding pattern. The left wing failed under normal flight loads as a result of a fatigue crack in the center section lower wing skin. Anomalies in the radiographs taken during mandatory non-destructive testing inspections were not correctly interpreted.,May,1987,11,51.4621301,-90.2266865235553
527,18:42,"Vail, Washington",Regina Cargo Airlines,"Monterey, CA - Tacoma, WA",Douglas DC-3,21   (passengers:19  crew:2),21   (passengers:19  crew:2),"Crashed on the fringe of the Cascade mountains, 26 nm short of McChord AFB. The pilot's attempt to continue flight under the provisions of VFR during IFR conditions.",September,1953,1,39.6426439,-106.3862088
1559,16:43,"Flushing, New York",Southern Jersey Air - Air Taxi,"Flushing, NY - Atlantic City, NJ",Beechcraft D55,3   (passengers:2  crew:1),3   (passengers:2  crew:1),Ran out of fuel on the initial climb and crashed. Fuel starvation. Fuel selector valves positioned to auxiliary tanks.,August,1979,9,40.744176,-73.83585
3009,09:45,"Cork, Ireland",Manx2,Belfast - Cork,Swearingen SA-227BC Metro III,12   (passengers:10  crew:2),6   (passengers:4  crew:2),"The Metroliner made an approach to Runway 17 in low visibility and the crew decided to go-around. A second attempt to land on Runway 35 was also unsuccessful and resulted in another go-around. During a third landing attempt on Runway 17, the aircraft crashed adjacent to Taxiway C and came to rest upside down. A fire soon erupted. Four passenger and both crew members were killed. Improper crew coordination and procedures led to loss of control of the aircraft. A contributing factor was inadequate maintenance causing the two engines to develop unequal thrust.",February,2011,10,51.8979282,-8.4705806
2777,13:00,"Bukalaza, Uganda",Service Air,Entebbe - Kinshasa,Antonov 12,6   (passengers:0  crew:6),6   (passengers:0  crew:6),The cargo plane carrying humanitarian relief items crashed shortly after takeoff. The cause was determined to be engine failure and an overweight and improperly balanced plane.,January,2006,8,,
1647,08:47,"Tokyo, Japan",Japan Air Lines,Fukuoka - Tokyo,McDonnell Douglas DC-8-61,174   (passengers:166  crew:8),24   (passengers:24  crew:0),"The aircraft flew into shallow water, 100 yards meters short of the runway, after a struggle between a mentally ill captain and the co-pilot and flight engineer. The plane hit approach-light stanchions extending above the bay waters after which the nose broke off. During the approach, the captain, known to have mental problems, put the inboard engines into reverse in an attempt to destroy the aircraft while the co-pilot and flight engineer battled to restrain him.",February,1982,9,35.6828387,139.7594549
2654,09:32,"Tocomita, Venezuela",Servicios Aeronauticos Sucre (SASCA),Porlamar - Canaima,Cessna 208B Grand Caravan,16   (passengers:14  crew:2),1   (passengers:0  crew:1),The pilot decided to divert to Tocomita after experiencing engine problems but crashed into trees 100 meters short of the runway.,August,2003,8,7.75822425,-63.0838617637025
1795,06:53,"Texarkana, Arkansas",Southwest Airlift,Little Rock - Texarkana,Howard 250,2   (passengers:0  crew:2),2   (passengers:0  crew:2),"On takeoff the cargo plane pitched up, rolled inverted and crashed. Improperly loaded. Alcohol impairment of the pilot and co-pilot.",August,1986,28,33.4254684,-94.0430977
2203,18:30,"Near Alexander City, Alabama",Military - U.S. Air Force,"Camp Springs, MD - San Antonio, TX",Learjet C-21A,8   (passengers:6  crew:2),8   (passengers:6  crew:2),Experienced an emergency aboard while en route and crashed.,April,1995,17,,
603,10:20,"Guatemala City, Guatemala",Aviateca,Guatemala City - La Tinta,Douglas C-47-DL (DC-3),31   (passengers:28  crew:3),30   (passengers:27  crew:3),"The plane struck trees on a mountainside and crashed at an altitude of 8,500 ft. The sole survivor, Roberto Obando, was found and rescued on May 30.",May,1956,24,14.6417889,-90.5132239
2258,14:55,"Rasht, Iran",Iran Air,Training,Boeing 727-286,7   (passengers:0  crew:7),7   (passengers:0  crew:7),The training flight crashed into a field during touch-and-go landings.,June,1996,9,37.2793607,49.5846102
2895,03:50,"Near Bogota, Colombia",Centurian Air Cargo,"Bogota, Colombia - Miami, FL",Boeing B-747-209BSF,8   (passengers:0  crew:8),0   (passengers:0  crew:0),"The cargo plane carrying a load of flowers had taken off from Bogota when the crew radioed that they had an engine fire. They attempted to return to the airport, but crashed in a field and destroyed a farm house killing three people inside.",July,2008,7,,
1132,10:30,"Lincoln, New Mexico",Del Rio Flying Service - Air Taxi,"San Antonio, TX - Rudioso, NM",Cessna 310J,7   (passengers:6  crew:1),7   (passengers:6  crew:1),Flew into mountain ridge obscured by clouds. Continued VFR flight into adverse weather conditions.,July,1970,24,33.7525727,-105.4158806
1017,21:03,"Near Sverdlovsk, Russia",Aeroflot,Sverdlovsk  - Tashken,Ilyushin IL-18B,107   (passengers:99  crew:8),107   (passengers:99  crew:8),The plane climbed to 700 ft. and crashed into the ground. Malfunctioning artificial horizon and compass.,November,1967,16,,
907,16:34,"Pico da Caledonia, Brazil",VASP,Vitoria - Rio de Janeiro,Vickers Viscount 710C,39   (passengers:34  crew:5),39   (passengers:34  crew:5),Crashed into Mt. Nova. Deviated off course for unknown reasons.,September,1964,4,-22.3535326,-42.58707
2793,18:22,Off São Tomé Island,Air São Tomé,Training,de Havilland Canada DHC-6 Twin Otter 300,4   (passengers:2  crew:2),4   (passengers:2  crew:2),The aircraft disappeared from radar screens while on approach to São Tomé Island. The aircraft crashed in sea a  few km off shore.,May,2006,23,0.3389242,6.7313031
1328,22:22,"Nurnberg, Germany",Fragtflug,Nice - Nurnberg,Douglas DC-6A,3   (passengers:0  crew:3),3   (passengers:0  crew:3),The cargo plane struck trees and crashed while on final approach. Icing. Pilot blood alcohol above normal.,May,1974,6,49.453872,11.077298
2622,22:51,"Rockford, Illinois",Planemasters,Decatur - Rockford,Cessna 208B Caravan I Super Cargomaster,1   (passengers:0  crew:1),1   (passengers:0  crew:1),"While attempting to land, the cargo plane struck trees and crashed into a field. The pilot's failure to maintain control of the airplane during the ILS approach. Factors associated with the accident were the low ceilings, high winds, crosswind, and wind shear conditions that existed.",December,2002,17,42.2713945,-89.093966
2772,14:08,"Near Port Harcourt, Nigeria",Sosoliso Airlines,Abuja - Port Harcourt,McDonnell DC-9-32,110   (passengers:103  crew:7),108   (passengers:101  crew:7),"The plane crash-landed and burst into flames in a lightning storm while attempting to land at Port Harcourt Airport. Pilot error. The crew's decision to continue to approach below the decision altitude without having the runway in sight.  It was recommended to improve the training of Nigerian pilots to recognize and recover from adverse weather conditions including windshear. Also, airports and aircraft should be equipped with instruments to detect windshear. In addition, it was recommended that airports and aircraft be equipped with instruments to detect windshear.",December,2005,10,,
2091,07:10,"Near Nha Trang, Vietnam",Vietnam Airlines,Ho Chi Minh City - Nha Trang,Yakovlev YAK-40,31   (passengers:25  crew:6),30   (passengers:24  crew:6),Crashed into a hilly area while landing during a severe rainstorm.  Failure to supply an adequate weather report or interpret the report correctly. Failure to appreciate the severity of the weather encountered on route and to take appropriate evasive action. Failure to provide adequate airfield approach aids to support the all weather operations required.  Failure to maintain adequate terrain clearance.  Poor Air Traffic Control.,November,1992,14,,
1915,12:09,"Dryden, Ontario, Canada",Air Ontario,Dryden - Winnipeg,Fokker F-28 Fellowship 1000,69   (passengers:65  crew:4),24   (passengers:21  crew:3),"While flying from Thunder Bay, Ontario to Winnipeg, Manitoba, the plane crashed on take-off from Dryden, Ontario. The aircraft failed to gain altitude, settled back down on the runway and then took off for a second time clipping the tops of  trees, causing debris to clog the engines leading to the plane crashing. The aircraft was being refueled with one engine running because of an unserviceable APU. Since no external power unit was available at the airport the engine could not be shut down and deicing could not be performed. The captain's decision to take off  in deteriorating weather conditions with an accumulation of snow and ice on the wings.  Decision not to de-ice the plane before taking off. The failure of the Canadian air transport system in placing the crew in a situation where they did not have the resources to make a proper decision.",March,1989,10,49.785698,-92.835846
2063,11:09,"Perris Valley, California",Perris Valley Aviation,Local,de Havilland Canada DHC-6 Twin Otter 200,22   (passengers:20  crew:2),16   (passengers:14  crew:2),"The plane, carrying parachutists, lost power and crashed 200 ft. past the runway. The pilot's inadvertent feathering of the wrong propeller following an engine power loss and the failure of the operator to assure that the pilot was provided with adequate training in the airplane. Water contamination of fuel in the airport storage tanks. Lack of fuel quality control procedures.  Improper fuel servicing and exceeding the gross weight forward center of gravity limits of the airplane.",April,1992,22,33.7825194,-117.2286478
1240,c:09:00,"Off Athens, Greece",Olympic Airways,Kerkira - Athens,NAMC YS-11A-202,53   (passengers:49  crew:4),37   (passengers:36  crew:1),Crashed into the sea just short of the runway while on approach in poor visibility.,October,1972,21,37.9841493,23.7279843
994,11:54,"Urbana, Ohio",Trans World Airlines / Private,Pittsburgh - Dayton,MD Douglas DC-9-15 / Beechcraft Baron-55,26   (passengers:21  crew:5),26   (passengers:21  crew:5),"Midair collision. Twenty five killed on the DC-9, one on the Beechcraft. Failure of the DC-9 crew to see and avoid the Beechcraft. The DC-9 was traveling at almost 300 mph at low altitude in airspace occupied by numerous small planes. The contributing factor to the accident was the excessive speed of the DC-9.  ATC systems inadequate to separate controlled and uncontrolled traffic. After this accident, the FAA imposed a maximum speed of 250 knots below 10,000 ft. mean sea level.",March,1967,9,40.1083912,-83.7524298
2990,14:12,"Off Kaminshak Bay, Alaska",Branch River Air Service,Swikshak Lagoon - King Salmon,de Havilland Canada DHC-2 Beaver,4   (passengers:3  crew:1),4   (passengers:3  crew:1),Crashed in the water off Katmai National Park. Only fragments of the plane were foud. No bodies were ever found. The probable cause was undetermined.,August,2010,21,,
32,1010,"Near Godstone, Surrey, England",Deutsche Lufthansa,Croyden - Amsterdam - Berlin,Junkers G-24,8   (passengers:4  crew:4),7   (passengers:3  crew:4),"After the plane's antenna wire struck the ground and was partially torn off, the pilot attempted to return to land but hit tree tops and crashed in rain and fog.",November,1929,6,,
3028,17:48,"Juan Fernandez Island, Chile",Chilean Air Force,Santiago - Juan Fernandez Island,CASA C-212 Aviocar 300DF,21   (passengers:17  crew:4),21   (passengers:17  crew:4),"The aircraft attempted to land at the airport on two occasions, but strong winds prevented it from landing.The aircraft subsequently crashed into the sea 1 kilometre (1,100 yd) off the island on its third approach. One of the killed persons was Felipe Camiroaga, the most important TV entertainer in Chile.",September,2011,2,-33.6444796,-78.8395635412744
2911,07:31,"Lukla, Nepal",Yeti Airlines,Katmandu - Lukla,de Havilland Canada DHC-6 Twin Otter 300,19   (passengers:16  crew:3),18   (passengers:16  crew:2),"As the passenger plane came in for a landing, in fog, the main landing gears snagged on a security fence. The plane crashed to the ground and caught fire. The pilot was the only survivor. The cause was the two pilots who misjudged deteriorating weather conditions and flew inside a patch of fog while trying to land at Lukla airport, which is carved into the side of the Himalayas at an altitude of 9,200 feet.",October,2008,8,27.688947,86.7307482
2697,09:00,"Ticonderoga, New York",Capital Airlines Inc.,"Waterbury,CN  - Oxford, CN",Piper PA-31-350 Navajo Chieftain,2   (passengers:1  crew:1),2   (passengers:1  crew:1),"While approaching Ticonderoga airport in good weather conditions, the twin engine aircraft hit trees and crashed in a wooded areas on Old Fort Mountain 4.5 miles SW of the airport. Reason for occurrence undetermined.",July,2004,10,43.848889,-73.423347
2353,16:47,"Near Bogota, Colombia",Air France,Bogota - Quito,Boeing B-727-230,53   (passengers:43  crew:10),53   (passengers:43  crew:10),"The aircraft, leased from TAME, crashed atop fog covered Cerro el Cable mountain and exploded into flames, three minutes after taking off from Bogota's El Dorado airport. The aircraft was leased to Air France by TAME airlines. The crew did not turn in the proper direction after reaching the Romeo non-directional beacon even though the flight crew acknowledged an air traffic controller's warning that they were off course.",April,1998,20,,
2448,15:12,"Near Branson, Missouri",College of the Ozarks,Saint Louis - Branson,Cessna 525 Citation,6   (passengers:4  crew:2),6   (passengers:4  crew:2),"The executive jet descended below minimums and struck the side of a hill while attempting to land at Point Lookout. The pilot descended below the minimum altitude for the segment of the GPS approach. Factors relating to the accident were low ceilings, rain, and pilot fatigue.",December,1999,9,,
858,13:48,"Near Miami, Florida",Northwest Orient Airlines,Miami - Chicago,Boeing B-720-051B,43   (passengers:35  crew:8),43   (passengers:35  crew:8),"The aircraft crashed 37 miles west-southwest of Miami after penetrating a thunderstorm and encountering severe turbulence. The aircraft initially entered an area of updrafts followed by downdrafts which put the aircraft into a high speed dive. While trying to pull out of the dive, the aircraft broke apart from excessive g forces. The crew is believed to have concentrated on maintaining a given airspeed in an extreme turbulence condition instead of flying attitude. In doing so, excessive stress was applied to the wings which separated from the fuselage. The weather was considerably worse than forecast.",February,1963,12,25.683732,-80.457073
2360,09:32,"Mt. Waialeale, Hawaii",Air Taxi - Ohana Helicopter Tours,Sightseeing,Eurocopter AS-350-BA,6   (passengers:4  crew:2),6   (passengers:4  crew:2),"The helicopter impacted a mountain on a sightseeing trip. The pilot's decision to continue VFR flight into deteriorating weather conditions consisting of lowering ceilings and visibility in mountainous terrain, which resulted in the inadvertent entry into instrument meteorological conditions and a collision with a mountainside. A factor in the accident was the failure of the chief pilot, who had directly observed the deteriorating weather conditions, to direct the following pilots to avoid the area.",June,1998,25,22.0700655,-159.4979006
2789,11:45,"Lashkar Gah, Afghanistan",U.S. Government (leased),Kabul - Kandahar - Lashkar Gah,Antonov AN-32B,16   (passengers:12  crew:4),2   (passengers:0  crew:2),A cargo plane carrying U.S. anti-narcotics officials crashed while attempting to land at Bost Airport in Lashkar Gah. The plane overran the runway and crashed into a residential area after trying to avoid a truck that pulled onto the runway. The pilot pulled up to avoid hitting the truck but was unable to gain sufficient speed to remain airborne.,April,2006,24,31.5496641,64.5522912
310,08:05,"Near Medellin, Colombia",TACA,"Medellin, Colombia - San Jose, Costa Rica",Lockheed 18 Lodestar,8   (passengers:5  crew:3),8   (passengers:5  crew:3),Crashed shortly after taking off.,March,1947,17,,
2933,06:48,"Tokyo, Japan",FedEx,"Guangzhou, China - Tokyo, Japan",McDonnell Douglas MD-11,2   (passengers:0  crew:2),2   (passengers:0  crew:2),The cargo plane crashed and burst into flame as it landed at Narita Airport in winds of 30 - 50 mph. The plane bounced twice on the runway and veered to left as it turned on its side before bursting into flames. The fire destroyed the aircraft.,March,2009,23,35.6828387,139.7594549
949,19:02,"Cincinnati Airport, near Covington, Kentucky",American Airlines,New York City - Cincinnati,Boeing B-727-23,62   (passengers:56  crew:6),58   (passengers:53  crew:5),"The aircraft crashed short of runway during a visual approach in deteriorating weather conditions. Failure of the flight crew to properly monitor the aircraft's height during the approach into deteriorating weather conditions resulting in an excessive sink rate. Excessive sink rate is thought to have caused four 727 accidents in succession.  Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.",November,1965,8,,
2680,17:50,"Trefoil Island, TAS, Australia",Air taxi,Trefoil Island - Smithton,Cessna 172G,4   (passengers:3  crew:1),4   (passengers:3  crew:1),"While at an alitiude of 200 ft. and preparing to land the plane went into a nose up attitude, stalled and crashed. The investigation could not conclusively determine the reason for the excessive nose-up pitch and departure from controlled flight.",March,2004,1,-40.6325155,144.690420013932
233,08:25,"Redesdale, Australia",Australian National Airways,Melbourne - Broken Hill,Stinson Model A,10   (passengers:8  crew:2),10   (passengers:8  crew:2),Crashed while en route from Melbourne to Broken Hill. Believed caused by metal fatigue in the outer port wing which broke off during severe turbulence.,January,1945,31,-37.020796,144.5315217
2510,c 13:05,"Near Luanda, Angola",Asa Pesada,Luanda - Namibe,Antonov AN-26,57   (passengers:52  crew:5),57   (passengers:52  crew:5),The plane crashed and exploded in flames into an open field 3 miles from the runway shortly after takeoff.  Engine failure.,November,2000,15,,
2987,09:45,"Islamabad, Pakistan",Airblue,Karachi - Islamabad,Airbus A321-231,152   (passengers:146  crew:6),152   (passengers:146  crew:6),"The passenger plane crashed in the Margalla hills while attempting to land at Benazir Bhutto International Airport. The tower lost contact with the plane as it was about to land in poor weather conditions. Controlled Flight into Terrain, in which aircrew failed to display superior judgment and professional skills in a self created unsafe environment. In their pursuit to land in inclement weather, they committed serious violations of procedures and breaches of flying discipline, which put the aircraft in an unsafe condition over dangerous terrain at low altitude.",July,2010,28,33.63573935,72.9230467027632
1627,15:44,"Near Yerevan, Armenia",TAR,"Tehran, Iran - Larnaca, Cyprus",Canadair CL-44D4-6,4   (passengers:1  crew:3),4   (passengers:1  crew:3),The cargo plane was brought down after a Soviet fighter jet crashed into the tail of the Canadair. The plane had strayed into Soviet airspace.,July,1981,18,40.1788672,44.5145375
1958,18:37,"Halawa Point, Molokai, Hawaii",Aloha Island Air,"Kahului, Maui - Kaunakakai, Molokai",de Havilland DHC-6 Twin Otter 300,20   (passengers:18  crew:2),20   (passengers:18  crew:2),"The aircraft collided with terrain near Halawa Bay, Molokai, Hawaii, while en route on a scheduled passenger flight from the Kahalui Airport, Maui, to Kaunakakai Airport, Molokai. The decision of the captain to continue flight under visual flight rules at night into instrument meteorological conditions, which obscured rising mountainous terrain. The victims included eight members of Molokai High School's volleyball team and staff.",October,1989,28,,
3133,1908,"Off Dakar, Near Dioubel, Senegal",Senegalair,Ouagadougou - Dakar,Hawker Siddeley HS-125,7   (passengers:5  crew:2),7   (passengers:2  crew:5),"The air ambulance went missing while on a medical flight. Seven people were on board, including two pilots from Algeria, a flight engineer from Congo, three Senegalese medical crew and a French patient.",September,2015,5,,
2816,07:20,"Tehran, Iran",Military - Iranian Revolutionary Guard Corps Air Force,Tehran - Shiraz,Antonov 74T-200,38   (passengers:32  crew:6),38   (passengers:32  crew:6),"The aircraft crashed after losing the right engine during a critical point in the takeoff. The plane stalled, veered to the right and crashed in flames. Three survivors later died in the hospital.",November,2006,27,35.7006177,51.4013785
1321,08:07,"Tehran, Iran",Sterling Airways,Tehran - Kobenhavn,Aerospatiale Caravelle 10B3,96   (passengers:92  crew:4),15   (passengers:15  crew:0),Collapse of right main landing gear while taxing ruptured the wing fuel tank causing a fire.,March,1974,15,35.7006177,51.4013785
98,c 10;00,"Off Ajaccio, Corsica, France",Air France,Marseille - Tunis,CAMS 53,6   (passengers:3  crew:3),6   (passengers:3  crew:3),Vanished off the coast of Corsica after sending a distress call that the engine had failed.,January,1936,21,41.9263991,8.7376029
2218,20:14,"Mt. Chichontepec, San Vincente, El Salvador",Aviateca,Guatemala City - San Salvador,Boeing B-737-2H6,65   (passengers:58  crew:7),65   (passengers:58  crew:7),"Crashed into Mt. Chichontepec volcano at 5,900 ft. at night during heavy rain and thunderstorms. Possible damage to the aircraft's DME due to lightning. Confusion between the pilot and ATC due to bad weather and a diversion. The Ground Proximity Warning System had sounded and power was applied but too late.",August,1995,9,,
289,19:19,"Near San Diego, California",Western Airlines,Holtville - San Diego,Douglas DC-3 ( C-53D-DO),12   (passengers:9  crew:3),12   (passengers:9  crew:3),"Crashed east slope of Cuyapaipe Mountain at 6,120 ft. in San Diego County in poor weather conditions. The conduct of the flight at an altitude which would not clear obstructions, due to an error by the pilot in determining his position with respect to Laguna Mountain.",December,1946,24,33.157046,-117.338342
2242,16:26,"Near Blenheim, New Zealand",Soundsair,Wellington - Picton,Cessna 208 Caravan I,6   (passengers:5  crew:1),5   (passengers:5  crew:0),"The aircraft crashed into Mt. Robertson at 1, 400 ft. after entering a layer of clouds on its eastern slope. Descent  by the pilot into a cloud layer at high speed with insufficient forward visibility. Descent under a cloud layer; misidentification of terrain features; loss of ""positional awareness""; insufficient forward visibility; the high speed of the aircraft; and the pilot's decision making.",January,1996,29,-41.1431053,174.8775668
3123,1430,"Near Piedecuesta, Colombia",Alas de Columbia,Bucaramanga - Málaga,Cessna T207A Turbo Stationair 8,7   (passengers:6  crew:1),7   (passengers:6  crew:1),"After radioing air traffic control to report a problem with the engine oil pressure, the pilot attempted an emergency landing, but the aircraft crashed close to Mesa de los antos killing all seven aboard.",December,2014,24,,
834,22:08,"Rio de Janeiro, Brazil",Panair do Brazil,Rio de Janeiro - Lisbon,McDonnell Douglas DC-8-33,105   (passengers:94  crew:11),15   (passengers:14  crew:1),Rejected takeoff. Overran runway into the sea. Incorrect stabilizer setting. Stablizer setting changed from nose-up to nose-down position. Delayed decision to abort takeoff.,August,1962,20,-22.9110137,-43.2093727
296,01:38,"Near Galax, Virginia",Eastern Air Lines,"Akron, OH - Winston/Salem, NC",Douglas DC-3,19   (passengers:16  crew:3),18   (passengers:15  crew:3),"The aircraft flew into the ground at an altitude of 2,500 ft., 63 miles northwest of Winston-Salem. The pilot took an unapproved route and let down without having positively determined the position of the aircraft.  A contributing factor was the erroneous navigation of the pilot which on at least two occasions led him to believe that he was farther south than he actually was.",January,1947,12,,
559,15:10,"Mangalore, Australia",TAA,Training,Vickers 720 Viscount,8   (passengers:0  crew:8),3   (passengers:0  crew:3),"Crashed during takeoff. An error of judgement on the part of the pilot-in-command in that he took the aircraft into the air at a speed below the minimum control speed, following loss of directional control during the ground run.",October,1954,31,-42.6538942,147.2415779
1830,11:03,"Near Baguio, Philippines",Philippine Air Lines,Manila - Baguio,Hawker Siddeley HS-748-209 Srs. 2,50   (passengers:46  crew:4),50   (passengers:46  crew:4),The aircraft crashed into Mt. Ugu in monsoon rains and heavy fog while preparing to land at Baguio.,June,1987,26,,
1153,07:35,"Near Pacae, Peru",Fuerza Aérea del Peru,Mazamari - Lima,Curtiss-Wright C-46,35   (passengers:30  crew:5),35   (passengers:30  crew:5),Crashed in the Andes mountains after experiencing engine trouble.,January,1971,21,,
2960,21:19,"Off Mongokhto, Russia",Military - Russian Navy,Training,Tupolev Tu-142M3,11   (passengers:0  crew:11),11   (passengers:0  crew:11),Crashed 20 miles offshore in the Tartar Strait while on approach.,November,2009,6,49.240211,140.229019
761,17:10,"Near Zikhnovo, Russia",Aeroflot,Arkhangelsk - 	Cherepovets,Ilyushin IL-14P,18   (passengers:13  crew:5),18   (passengers:13  crew:5),The plane flew into the side of Mt. Belaya in poor weather. Crew flew below minimums.,September,1960,2,,
257,02:47,"Mt. Elk, Wyoming",United Air Lines,Boise - Denver,Douglas DC-3-194H,21   (passengers:18  crew:3),21   (passengers:18  crew:3),"The aircraft crashed into Elk Mountain after the crew made an unauthorized deviation from the prescribed route at an altitude insufficient to assure adequate clearance over Elk Mountain. Flight had originally filed for 13,000 ft.  But later amended the flight plan to 11,000 ft. Elk Mountain is 11,152 ft. MSL.",January,1946,31,43.7866062,-110.5474291
1428,19:56,"San Bernardino, California",Loma Linda University - Air Taxi,"Dagget, CA - Loma Linda, CA",Sikorsky S-55B,4   (passengers:1  crew:3),4   (passengers:1  crew:3),Helicopter medic flight. Pilot failed to see and avoid power lines while flying through a pass.,September,1976,22,34.1083449,-117.2897652
1632,20:30,"Zeya, Russia",Aeroflot,Chita - Zeya,Yakovlev YAK-40,34   (passengers:29  crew:5),3   (passengers:1  crew:2),"Flew into trees short and to the right of the runway, crashed and caught fire. Crew descended below minimums without visual contact with the ground.",August,1981,29,52.5271321,128.104197
1356,10:07,"Palmer, Washington",Richland Flying Service - Air Taxii,"Richland, WA  - Seattle, WA",Cessna TU206D,4   (passengers:2  crew:2),3   (passengers:2  crew:1),Unable to maintain altitude and crashed into trees. Icing conditons. Airfame icing.,January,1975,5,37.8394905,-90.9959667
